Name,Pokedex Number,Generation,Stage,Egg Group 1,Egg Grioup 2,Type 1,Type 2,Baby Stage,Evolves By,Basic Stage,Evolves By,Stage 1,Evolves By,Stage 2,Evolves By,Basic Stage Alternative 1,Evolves By,Basic Stage Alternative 2,Evolves By,Stage 1 Alternate 1,Evolves By,Stage 1 Alternate 2,Evolves By,Stage 1 Alternate 3,Evolves By,Stage 1 Alternate 4,Evolves By,Stage 1 Alternate 5,Evolves By,Stage 1 Alternate 6,Evolves By,Stage 1 Alternate 7,Evolves By,Stage 2 Alternate,,,,,,,,,,,,,,,,,,,,,,,
Clobbopus,852,8,1,Water 1,Human-Like,Fighting,,,,this,Level Up,Grapploct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grapploct,853,8,2,Water 1,Human-Like,Fighting,,,,Clobbopus,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinistea Phony Form,854,8,1,Mineral,Amorphous,Ghost,,,,this,Cracked Pot,Polteageist Phony Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinistea Antique Form,854,8,1,Mineral,Amorphous,Ghost,,,,this,Chipped Point,Polteageist Antique Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polteageist Phony Form,855,8,2,Mineral,Amorphous,Ghost,,,,Sinistea Phony Form,Cracked Pot,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polteageist Antique Form,855,8,2,Mineral,Amorphous,Ghost,,,,Sinistea Antique Form,Chipped Point,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatenna,856,8,1,Fairy,,Psychic,,,,this,Level Up,Hattrem,Level Up,Hatterene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hattrem,857,8,2,Fairy,,Psychic,,,,Hatenna,Level Up,this,Level Up,Hatterene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hatterene,858,8,3,Fairy,,Psychic,,,,Hatenna,Level Up,Hattrem,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impidimp,859,8,1,Fairy,Human-Like,Dark,Fairy,,,this,Level Up,Morgrem,Level Up,Grimmsnarl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgrem,860,8,2,Fairy,Human-Like,Dark,Fairy,,,Impidimp,Level Up,this,Level Up,Grimmsnarl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grimmsnarl,861,8,3,Fairy,Human-Like,Dark,Fairy,,,Impidimp,Level Up,Morgrem,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obstagoon,862,8,3,Field,,Dark,Normal,,,Galarian Zigzagoon,Level Up,Galarian Linoone,Level Up at Night,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perrserker,863,8,2,Field,,Steel,,,,Galarian Meowth,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cursola,864,8,2,Water 1,Water 3,Ghost,,,,Galarian Corsola,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirfetch d,865,8,2,Flying,Field,Fighting,,,,Galarian Farfetch d,Score 3 Critical Hits in a single battle,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Rime,866,8,2,Human-Like,,Ice,Psychic,Mime Jr.,Level Up,Galarian Mr. Mime,Level Up Galarian Mr. Mime,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runerigus,867,8,2,Mineral,Amorphous,Ground,Ghost,,,Galarian Yamask,"After Taking 49 Damage without Fainting, walk under the stone bridge in Dusty Bowl",this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milcery,868,8,1,Fairy,Amorphous,Fairy,,,,this,Spin on the spot while holding a Strawberry Sweet,Alcremie Strawberry Sweet,,,,,,,Spin on the spot while holding a Berry Sweet,Alcremie Berry Sweet,Spin on the spot while holding a Love Sweet,Alcremie Love Sweet,Spin on the spot while holding a Star Sweet,Alcremie Star Sweet,Spin on the spot while holding a Clover Sweet,Alcremie Clover Sweet,Spin on the spot while holding a Flower Sweet,Alcremie Flower Sweet,Spin on the spot while holding a Ribbon Sweet,Alcremie Ribbon Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcremie Strawberry Sweet,869,8,2,Fairy,Amorphous,Fairy,,,,Milcery,Spin on the spot while holding a Strawberry Sweet,this,,,,,,,Spin on the spot while holding a Berry Sweet,Alcremie Berry Sweet,Spin on the spot while holding a Love Sweet,Alcremie Love Sweet,Spin on the spot while holding a Star Sweet,Alcremie Star Sweet,Spin on the spot while holding a Clover Sweet,Alcremie Clover Sweet,Spin on the spot while holding a Flower Sweet,Alcremie Flower Sweet,Spin on the spot while holding a Ribbon Sweet,Alcremie Ribbon Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcremie Berry Sweet,869,8,2,Fairy,Amorphous,Fairy,,,,Milcery,Spin on the spot while holding a Strawberry Sweet,Alcremie Strawberry Sweet,,,,,,,Spin on the spot while holding a Berry Sweet,this,Spin on the spot while holding a Love Sweet,Alcremie Love Sweet,Spin on the spot while holding a Star Sweet,Alcremie Star Sweet,Spin on the spot while holding a Clover Sweet,Alcremie Clover Sweet,Spin on the spot while holding a Flower Sweet,Alcremie Flower Sweet,Spin on the spot while holding a Ribbon Sweet,Alcremie Ribbon Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcremie Love Sweet,869,8,2,Fairy,Amorphous,Fairy,,,,Milcery,Spin on the spot while holding a Strawberry Sweet,Alcremie Strawberry Sweet,,,,,,,Spin on the spot while holding a Berry Sweet,Alcremie Berry Sweet,Spin on the spot while holding a Love Sweet,this,Spin on the spot while holding a Star Sweet,Alcremie Star Sweet,Spin on the spot while holding a Clover Sweet,Alcremie Clover Sweet,Spin on the spot while holding a Flower Sweet,Alcremie Flower Sweet,Spin on the spot while holding a Ribbon Sweet,Alcremie Ribbon Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcremie Star Sweet,869,8,2,Fairy,Amorphous,Fairy,,,,Milcery,Spin on the spot while holding a Strawberry Sweet,Alcremie Strawberry Sweet,,,,,,,Spin on the spot while holding a Berry Sweet,Alcremie Berry Sweet,Spin on the spot while holding a Love Sweet,Alcremie Love Sweet,Spin on the spot while holding a Star Sweet,this,Spin on the spot while holding a Clover Sweet,Alcremie Clover Sweet,Spin on the spot while holding a Flower Sweet,Alcremie Flower Sweet,Spin on the spot while holding a Ribbon Sweet,Alcremie Ribbon Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcremie Clover Sweet,869,8,2,Fairy,Amorphous,Fairy,,,,Milcery,Spin on the spot while holding a Strawberry Sweet,Alcremie Strawberry Sweet,,,,,,,Spin on the spot while holding a Berry Sweet,Alcremie Berry Sweet,Spin on the spot while holding a Love Sweet,Alcremie Love Sweet,Spin on the spot while holding a Star Sweet,Alcremie Star Sweet,Spin on the spot while holding a Clover Sweet,this,Spin on the spot while holding a Flower Sweet,Alcremie Flower Sweet,Spin on the spot while holding a Ribbon Sweet,Alcremie Ribbon Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcremie Flower Sweet,869,8,2,Fairy,Amorphous,Fairy,,,,Milcery,Spin on the spot while holding a Strawberry Sweet,Alcremie Strawberry Sweet,,,,,,,Spin on the spot while holding a Berry Sweet,Alcremie Berry Sweet,Spin on the spot while holding a Love Sweet,Alcremie Love Sweet,Spin on the spot while holding a Star Sweet,Alcremie Star Sweet,Spin on the spot while holding a Clover Sweet,Alcremie Clover Sweet,Spin on the spot while holding a Flower Sweet,this,Spin on the spot while holding a Ribbon Sweet,Alcremie Ribbon Sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcremie Ribbon Sweet,869,8,2,Fairy,Amorphous,Fairy,,,,Milcery,Spin on the spot while holding a Strawberry Sweet,Alcremie Strawberry Sweet,,,,,,,Spin on the spot while holding a Berry Sweet,Alcremie Berry Sweet,Spin on the spot while holding a Love Sweet,Alcremie Love Sweet,Spin on the spot while holding a Star Sweet,Alcremie Star Sweet,Spin on the spot while holding a Clover Sweet,Alcremie Clover Sweet,Spin on the spot while holding a Flower Sweet,Alcremie Flower Sweet,Spin on the spot while holding a Ribbon Sweet,this,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falinks,870,8,1,Fairy,Mineral,Fighting,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pincurchin,871,8,1,Water 1,Amorphous,Electric,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snom,872,8,1,Bug,,Ice,Bug,,,this,Friendship at Night,Frosmoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frosmoth,873,8,2,Bug,,Ice,Bug,,,Snom,Friendship at Night,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonjourner,874,8,1,Mineral,,Rock,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eiscue,875,8,1,Water 1,Field,Ice,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indeedee,876,8,1,Fairy,,Psychic,Normal,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morpeko,877,8,1,Field,Fairy,Electric,Dark,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cufant,878,8,1,Field,Mineral,Steel,,,,this,Level Up,Copperajah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Copperajah,879,8,2,Field,Mineral,Steel,,,,Cufant,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracozolt,880,8,1,Undiscovered,,Electric,Dragon,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctozolt,881,8,1,Undiscovered,,Electric,Ice,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dracovish,882,8,1,Undiscovered,,Water,Dragon,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctovish,883,8,1,Undiscovered,,Water,Ice,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drualudon,884,8,1,Minearl,Dragon,Steel,Dragon,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dreepy,885,8,1,Amorphous,Dragon,Dragon,Ghost,,,this,Level Up,Drakloak,Level Up,Dragapult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drakloak,886,8,2,Amorphous,Dragon,Dragon,Ghost,,,Dreepy,Level Up,this,Level Up,Dragapult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragapult,887,8,3,Amorphous,Dragon,Dragon,Ghost,,,Dreepy,Level Up,Drakloak,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zacian Hero of Manu Battles,888,8,1,Undiscovered,,Fairy,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zacian Crowned Sword,888,8,1,Undiscovered,,Fairy,Steel,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zamazenta Hero of Many Battles,889,8,1,Undiscovered,,Fighting,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zamazenta Crowned Shield,889,8,1,Undiscovered,,Fighting,Steel,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eternatus,890,8,1,Undiscovered,,Poison,Dragon,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kubfu,891,8,1,Undiscovered,,Fighting,,,,this,Level Up,Urshifu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urshifu Single Strike Style,892,8,2,Undiscovered,,Fighting,Dark,,,Kubfu,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urshifu Rapid Strike Style,892,8,2,Undiscovered,,Fighting,Water,,,Kubfu,Level Up,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zarude,893,8,1,Undiscovered,,Dark,Grass,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regieleki,894,8,1,Undiscovered,,Electric,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regidrago,895,8,1,Undiscovered,,Dragon,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glastrier,896,8,1,Undiscovered,,Ice,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectrier,897,8,1,Undiscovered,,Ghost,,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calyrex,898,8,1,Undiscovered,,Psychic,Grass,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice Rider Calyrex,898,8,1,Undiscovered,,Psychic,Ice,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Rider Calyrex,898,8,1,Undiscovered,,Psychic,Ghost,,,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
