Method Name,Game,Type,Effected By Shiny Charm,Automatically Applied,Chance of Being Applied,Chain/Encounter/etc Required,Odds,Odds (Percent),Odds (1/x),Shiny Charm Odds,Shiny Charm Odds (Percent),Shiny Charm Odds (1/x),Description,Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanced Full Odds,Sword,Encounter,Yes,No,0.015,-1,Various,Various,Various,Various,Various,Various,After encountering the same Pokemon a number of times there is a small chance of these odds being applied when encountering the Pokemon in the wild,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanced Full Odds,Shield,Encounter,Yes,No,0.015,-1,Various,Various,Various,Various,Various,Various,After encountering the same Pokemon a number of times there is a small chance of these odds being applied when encountering the Pokemon in the wild,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanced Full Odds,Sword,Encounter,Yes,No,0.015,50,0.000488281,0.0488281,2048,0.000976563,0.0976563,1024,After encountering the same Pokemon a number of times there is a small chance of these odds being applied when encountering the Pokemon in the wild,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanced Full Odds,Shield,Encounter,Yes,No,0.015,50,0.000488281,0.0488281,2048,0.000976563,0.0976563,1024,After encountering the same Pokemon a number of times there is a small chance of these odds being applied when encountering the Pokemon in the wild,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanced Full Odds,Sword,Encounter,Yes,No,0.02,100,0.000732422,0.0732422,1365,0.001220703,0.1220703,819,After encountering the same Pokemon a number of times there is a small chance of these odds being applied when encountering the Pokemon in the wild,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanced Full Odds,Shield,Encounter,Yes,No,0.02,100,0.000732422,0.0732422,1365,0.001220703,0.1220703,819,After encountering the same Pokemon a number of times there is a small chance of these odds being applied when encountering the Pokemon in the wild,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanced Full Odds,Sword,Encounter,Yes,No,0.025,200,0.000976563,0.0976563,1024,0.001464844,0.1464844,683,After encountering the same Pokemon a number of times there is a small chance of these odds being applied when encountering the Pokemon in the wild,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanced Full Odds,Shield,Encounter,Yes,No,0.025,200,0.000976563,0.0976563,1024,0.001464844,0.1464844,683,After encountering the same Pokemon a number of times there is a small chance of these odds being applied when encountering the Pokemon in the wild,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanced Full Odds,Sword,Encounter,Yes,No,0.03,300,0.001220703,0.1220703,819,0.001708984,0.1708984,585,After encountering the same Pokemon a number of times there is a small chance of these odds being applied when encountering the Pokemon in the wild,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanced Full Odds,Shield,Encounter,Yes,No,0.03,300,0.001220703,0.1220703,819,0.001708984,0.1708984,585,After encountering the same Pokemon a number of times there is a small chance of these odds being applied when encountering the Pokemon in the wild,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanced Full Odds,Sword,Encounter,Yes,No,0.03,500,0.001464844,0.1464844,683,0.001953125,0.1953125,512,After encountering the same Pokemon a number of times there is a small chance of these odds being applied when encountering the Pokemon in the wild,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanced Full Odds,Shield,Encounter,Yes,No,0.03,500,0.001464844,0.1464844,683,0.001953125,0.1953125,512,After encountering the same Pokemon a number of times there is a small chance of these odds being applied when encountering the Pokemon in the wild,All Encounterable Pokemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masuda Method,Sword,Breeding,Yes,Yes,1,1,0.001464129,0.1464129,683,0.001953125,0.1953125,512,Breed Pokemon from two different real world regions (i.e. a Japanese Ditto and a USA Pikachu).,All Breedable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masuda Method,Shield,Breeding,Yes,Yes,1,1,0.001464129,0.1464129,683,0.001953125,0.1953125,512,Breed Pokemon from two different real world regions (i.e. a Japanese Ditto and a USA Pikachu).,All Breedable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Lair,Sword,Encounter,Yes,Yes,1,1,0.003333333,0.3333333,300,0.01,1,100,Run through dynamax adventures within the Crown Tundra's Max Lair,All Pokemon within the Dynamax Adventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Lair,Shield,Encounter,Yes,Yes,1,1,0.003333333,0.3333333,300,0.01,1,100,Run through dynamax adventures within the Crown Tundra's Max Lair,All Pokemon within the Dynamax Adventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard Rate,Go,Encounters and Raids,No,Yes,1,1,0.002,0.2,500,0.002,0.2,500,Encounter Pokemon with unboosted odds in the wild or in raids,All Pokemon with a released shiny form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boosted Rate,Go,Encounters and Raids,No,Yes,1,1,0.016,1.6,63,0.016,1.6,63,Encounter Pokemon with boosted odds in the wild or in raids,Onix,Scyther,Lapras,Aerodactyl,Pineco,Feebas,Clamperl,Bronzor,Alolan Exeggcutor,Sneasel,Mawile,Absol,Shinx,Alolan Marowak,Alolan Raichu,Alolan Sandshrew,Alolan Meowth,Alolan Vulpix,Alolan Grimer,Pichu,Cleffa,Igglybuff,Togepi,Elekid,Magby,Spinda,,,,,,,,,,,,,
Rare Boosted Rate,Go,Encounters and Raids,No,Yes,1,1,0.008,0.8,125,0.008,0.8,125,Encounter rare Pokemon with boosted odds in the wild or in raids,All eligible Pokemon with a released shiny form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legendary,Go,Encounters and Raids,No,Yes,1,1,0.05,5,20,0.05,5,20,Encounter legendary Pokemon in the wild or in raids,All eligible Pokemon with a released shiny form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 Hour Raid Days,Go,Raid,No,Yes,1,1,0.1,10,10,0.1,10,10,Encounter the boosted Pokemon in raids during the three hour raid event window,All eligible Pokemon with a released shiny form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Day,Go,Encounters and Raids,No,Yes,1,1,0.25,25,4,0.25,25,4,Encounter the community day Pokemon in the wild or in raids during the event,All eligible Pokemon with a released shiny form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December Community Day,Go,Encounters and Raids,No,Yes,1,1,0.01,1,100,0.01,1,100,Encounter the community day Pokemon in the wild or in raids during the event in December,All eligible Pokemon with a released shiny form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Featured Limited Research Event,Go,Limited Research Reward,No,Yes,1,-1,Various,Various,Various,Various,Various,Various,Complete tasks set in the Limited timed research to encounter the Pokemon with increased shiny odds.  The boost depends on the rate applied.,All eligible Pokemon with a released shiny form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Featured Limited Research Event,Go,Limited Research Reward,No,Yes,1,1,0.025,2.5,40,0.025,2.5,40,Complete tasks set in the Limited timed research to encounter the Pokemon with increased shiny odds.  Low rate Applied,All eligible Pokemon with a released shiny form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Featured Limited Research Event,Go,Limited Research Reward,No,Yes,1,1,0.05,5,20,0.05,5,20,Complete tasks set in the Limited timed research to encounter the Pokemon with increased shiny odds.  Medium rate Applied,All eligible Pokemon with a released shiny form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Featured Limited Research Event,Go,Limited Research Reward,No,Yes,1,1,0.1,10,10,0.1,10,10,Complete tasks set in the Limited timed research to encounter the Pokemon with increased shiny odds.  High rate Applied,All eligible Pokemon with a released shiny form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go Fest,Go,Encounters and Raids,No,Yes,1,1,0.016,1.6,63,0.016,1.6,63,Encounter the Go Fest promoted Pokemon in the wild or in raids during the event,All eligible Pokemon with a released shiny form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meltan Crate,Go,Encounter,No,Yes,1,1,0.016,1.6,63,0.016,1.6,63,Encounter Meltan via the Meltan crate received when transferring Pokemon to the Let's Go Games.  Only applies when Shiny Meltan is available during an event,Meltan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
