Name,Pokedex Number,Go,Shiny Available in Go,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Emerald,Fire Red,Leaf Green,Diamond,Pearl,Platinum,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Lets Go Pikachu,Lets Go Eevee,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends Arceus,Sexual Dimorphism,Mega Evolution,Gigantamax Form,Alternate Forms,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emolga,587,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karrablast,588,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escavalier,589,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,No,No,No,No,No,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foongus,590,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amoonguss,591,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frillish,592,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jellicent,593,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,Evolve,Evolve,No,No,Evolve,Evolve,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alomamola,594,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joltik,595,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galvantula,596,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Evolve,Evolve,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferroseed,597,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferrothorn,598,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klink,599,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klang,600,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klinklang,601,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tynamo,602,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eelektrik,603,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Yes,Yes,No,No,Evolve,Evolve,No,No,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eelektross,604,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,No,No,Evolve,Evolve,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elgyem,605,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beheeyem,606,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Evolve,Evolve,No,No,Evolve,Evolve,No,No,Evolve,Evolve,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litwick,607,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampent,608,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Yes,Yes,No,No,Evolve,Evolve,Evolve,Evolve,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandelure,609,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,No,No,Evolve,Evolve,Evolve,Evolve,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axew,610,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraxure,611,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haxorus,612,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,One,One,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Evolve,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cubchoo,613,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beartic,614,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Evolve,Evolve,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryogonal,615,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelmet,616,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accelgor,617,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,No,No,No,No,No,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stunfisk,618,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,No,No,Unobtainable,Unobtainable,Unknown,No,No,No,Unovan,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
Galarian Stunfisk,618,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,Unovan,Galarian,,,,,,,,,,,,,,,,,,,,,,,,,,
Mienfoo,619,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mienshao,620,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Evolve,Evolve,No,No,No,No,Evolve,Evolve,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druddigon,621,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golett,622,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golurk,623,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Yes,Yes,Yes,Yes,No,No,No,No,Evolve,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pawniard,624,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bisharp,625,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Evolve,Evolve,Yes,Yes,No,No,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouffalant,626,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rufflet,627,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Unobtainable,Unobtainable,Yes,No,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braviary,628,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,No,Yes,No,Yes,Evolve,Evolve,Yes,Yes,Yes,No,Yes,No,Unobtainable,Unobtainable,Yes,No,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vullaby,629,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Unobtainable,Unobtainable,No,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandibuzz,630,Yes,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,No,Yes,No,Evolve,Evolve,Evolve,Evolve,No,Yes,No,Yes,Unobtainable,Unobtainable,No,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatmor,631,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Durant,632,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deino,633,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Unobtainable,Unobtainable,Yes,No,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zweilous,634,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Yes,Yes,Yes,Yes,Evolve,Evolve,Evolve,Evolve,No,No,Unobtainable,Unobtainable,Yes,No,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydreigon,635,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Evolve,Evolve,Evolve,Evolve,Yes,Yes,Evolve,Evolve,Evolve,Evolve,No,No,Unobtainable,Unobtainable,Yes,No,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larvesta,636,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volcarona,637,No,No,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,One,One,One,One,Evolve,Evolve,Evolve,Evolve,No,No,Yes,Yes,Unobtainable,Unobtainable,Yes,Yes,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobalion,638,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,One,One,One,One,No,No,One,One,No,No,One,One,Unobtainable,Unobtainable,One,One,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrakion,639,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,One,One,One,One,No,No,One,One,No,No,One,One,Unobtainable,Unobtainable,One,One,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virizion,640,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,One,One,One,One,No,No,One,One,No,No,One,One,Unobtainable,Unobtainable,One,One,Unobtainable,Unobtainable,Unknown,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tornadus,641,Yes,Yes,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,Unobtainable,One,No,No,No,No,No,One,No,No,No,One,No,Unobtainable,Unobtainable,One,No,Unobtainable,Unobtainable,Unknown,No,No,No,Incarnate Forme,Therian Forme,,,,,,,,,,,,,,,,,,,,,,,,,,
